S no,AICTE Id,Institute Name,State,District,Institute Type,Program,University/Board,Level,Name of the Course,Approved Intake,Seats for NRI Quota
1197,1-9319172380,VALIA KOONAMBAIKULATHAMMA COLLEGE OF ENGINEERING AND TECHNOLOGY,Kerala,THIRUVANANTHAPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,CIVIL ENGINEERING,60,3
1198,1-9321418864,VEDAVYASA INSTITUTE OF TECHNOLOGY,Kerala,MALAPPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",POST GRADUATE,STRUCTURAL ENGINEERING,18,1
1199,1-9321418864,VEDAVYASA INSTITUTE OF TECHNOLOGY,Kerala,MALAPPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,MECHANICAL ENGINEERING,60,3
1200,1-9321418864,VEDAVYASA INSTITUTE OF TECHNOLOGY,Kerala,MALAPPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,30,2
1201,1-9321418864,VEDAVYASA INSTITUTE OF TECHNOLOGY,Kerala,MALAPPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",POST GRADUATE,COMPUTER SCIENCE AND ENGINEERING,18,1
1202,1-9321418864,VEDAVYASA INSTITUTE OF TECHNOLOGY,Kerala,MALAPPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,CIVIL ENGINEERING,60,3
1203,1-9321418864,VEDAVYASA INSTITUTE OF TECHNOLOGY,Kerala,MALAPPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2
1204,1-9321418864,VEDAVYASA INSTITUTE OF TECHNOLOGY,Kerala,MALAPPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,ELECTRONICS COMMUNICATION ENGG,30,2
1205,1-9321418864,VEDAVYASA INSTITUTE OF TECHNOLOGY,Kerala,MALAPPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",POST GRADUATE,EMBEDDED SYSTEMS,9,0
1206,1-9321418864,VEDAVYASA INSTITUTE OF TECHNOLOGY,Kerala,MALAPPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",POST GRADUATE,POWER ELECTRONICS,18,1
1207,1-9319071059,VIDYA ACADEMY OF SCIENCE TECHNOLOGY,Kerala,THRISSUR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,CIVIL ENGINEERING,90,5
1208,1-9319071059,VIDYA ACADEMY OF SCIENCE TECHNOLOGY,Kerala,THRISSUR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,120,6
1209,1-9319071059,VIDYA ACADEMY OF SCIENCE TECHNOLOGY,Kerala,THRISSUR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,3
1210,1-9319071059,VIDYA ACADEMY OF SCIENCE TECHNOLOGY,Kerala,THRISSUR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,ELECTRONICS COMMUNICATION ENGG,120,6
1211,1-9319071059,VIDYA ACADEMY OF SCIENCE TECHNOLOGY,Kerala,THRISSUR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,MECHANICAL ENGINEERING,90,5
1212,1-9321425345,VIDYA ACADEMY OF SCIENCE AND TECHNOLOGY TECHNICAL CAMPUS,Kerala,THIRUVANANTHAPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,CIVIL ENGINEERING,60,3
1213,1-9321425345,VIDYA ACADEMY OF SCIENCE AND TECHNOLOGY TECHNICAL CAMPUS,Kerala,THIRUVANANTHAPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,ELECTRONICS AND COMMUNICATIONS ENGINEERING,60,3
1214,1-9321425345,VIDYA ACADEMY OF SCIENCE AND TECHNOLOGY TECHNICAL CAMPUS,Kerala,THIRUVANANTHAPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,3
1215,1-9321425345,VIDYA ACADEMY OF SCIENCE AND TECHNOLOGY TECHNICAL CAMPUS,Kerala,THIRUVANANTHAPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,MECHANICAL ENGINEERING,60,3
1216,1-9321425345,VIDYA ACADEMY OF SCIENCE AND TECHNOLOGY TECHNICAL CAMPUS,Kerala,THIRUVANANTHAPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,COMPUTER SCIENCE ENGINEERING,60,3
1217,1-9321030919,VIMAL JYOTHI ENGINEERING COLLEGE,Kerala,KANNUR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,CIVIL ENGINEERING,90,5
1218,1-9321030919,VIMAL JYOTHI ENGINEERING COLLEGE,Kerala,KANNUR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,180,9
1219,1-9321030919,VIMAL JYOTHI ENGINEERING COLLEGE,Kerala,KANNUR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,ELECTRONICS AND COMMUNICATION ENGINEERING,90,5
1220,1-9321030919,VIMAL JYOTHI ENGINEERING COLLEGE,Kerala,KANNUR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,3
1221,1-9321030919,VIMAL JYOTHI ENGINEERING COLLEGE,Kerala,KANNUR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,MECHANICAL ENGINEERING,60,3
1222,1-9321030919,VIMAL JYOTHI ENGINEERING COLLEGE,Kerala,KANNUR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,APPLIED ELECTRONICS AND INSTRUMENTATION ENGINEERING,30,2
1223,1-9321030919,VIMAL JYOTHI ENGINEERING COLLEGE,Kerala,KANNUR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,3
1224,1-9321030919,VIMAL JYOTHI ENGINEERING COLLEGE,Kerala,KANNUR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,COMPUTER SCIENCE AND DESIGN,60,3
1225,1-9319250150,VISAT ENGINEERING COLLEGE,Kerala,ERNAKULAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,CIVIL ENGINEERING,60,3
1226,1-9319250150,VISAT ENGINEERING COLLEGE,Kerala,ERNAKULAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,60,3
1227,1-9319250150,VISAT ENGINEERING COLLEGE,Kerala,ERNAKULAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,3
1228,1-9319250150,VISAT ENGINEERING COLLEGE,Kerala,ERNAKULAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,ELECTRONICS COMMUNICATION ENGG,60,3
1229,1-9319250150,VISAT ENGINEERING COLLEGE,Kerala,ERNAKULAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,MECHANICAL ENGINEERING,60,3
1230,1-9318892474,VISWAJYOTHI COLLEGE OF ENGINEERING TECHNOLOGY,Kerala,ERNAKULAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,MECHANICAL ENGINEERING,60,3
1231,1-9318892474,VISWAJYOTHI COLLEGE OF ENGINEERING TECHNOLOGY,Kerala,ERNAKULAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,INFORMATION TECHNOLOGY,60,3
1232,1-9318892474,VISWAJYOTHI COLLEGE OF ENGINEERING TECHNOLOGY,Kerala,ERNAKULAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,ELECTRONICS COMMUNICATION ENGG,60,3
1233,1-9318892474,VISWAJYOTHI COLLEGE OF ENGINEERING TECHNOLOGY,Kerala,ERNAKULAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,120,6
1234,1-9318892474,VISWAJYOTHI COLLEGE OF ENGINEERING TECHNOLOGY,Kerala,ERNAKULAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,3
1235,1-9318892474,VISWAJYOTHI COLLEGE OF ENGINEERING TECHNOLOGY,Kerala,ERNAKULAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,CIVIL ENGINEERING,60,3
1236,1-9318892474,VISWAJYOTHI COLLEGE OF ENGINEERING TECHNOLOGY,Kerala,ERNAKULAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",POST GRADUATE,COMPUTER SCIENCE AND ENGINEERING,18,1
1237,1-9318892474,VISWAJYOTHI COLLEGE OF ENGINEERING TECHNOLOGY,Kerala,ERNAKULAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",POST GRADUATE,VLSI AND EMBEDDED SYSTEMS DESIGN,18,1
1238,1-9318892474,VISWAJYOTHI COLLEGE OF ENGINEERING TECHNOLOGY,Kerala,ERNAKULAM,Private-Self Financing,MANAGEMENT,"APJ Abdul Kalam Technological University, Kerala",POST GRADUATE,MBA,60,3
1239,1-9318892474,VISWAJYOTHI COLLEGE OF ENGINEERING TECHNOLOGY,Kerala,ERNAKULAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",POST GRADUATE,INDUSTRIAL ENGINEERING AND MANAGEMENT,9,0
1240,1-9318892474,VISWAJYOTHI COLLEGE OF ENGINEERING TECHNOLOGY,Kerala,ERNAKULAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,3
1241,1-9318892474,VISWAJYOTHI COLLEGE OF ENGINEERING TECHNOLOGY,Kerala,ERNAKULAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,COMPUTER SCIENCE AND DESIGN,60,3
1242,1-9317686137,YOUNUS COLLEGE OF ENGINEERING AND TECHNOLOGY,Kerala,KOLLAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,CIVIL ENGINEERING,120,6
1243,1-9317686137,YOUNUS COLLEGE OF ENGINEERING AND TECHNOLOGY,Kerala,KOLLAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,3
1244,1-9317686137,YOUNUS COLLEGE OF ENGINEERING AND TECHNOLOGY,Kerala,KOLLAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,ELECTRONICS COMMUNICATION ENGG,60,3
1245,1-9317686137,YOUNUS COLLEGE OF ENGINEERING AND TECHNOLOGY,Kerala,KOLLAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,MECHANICAL ENGINEERING,120,6
1246,1-9317686137,YOUNUS COLLEGE OF ENGINEERING AND TECHNOLOGY,Kerala,KOLLAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,60,3
1247,1-9323030379,MADHAV INSTITUTE OF TECHNOLOGY SCIENCE,Madhya Pradesh,GWALIOR,Govt aided,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",POST GRADUATE,ENVIRONMENT ENGINEERING,18,1
1248,1-9323030379,MADHAV INSTITUTE OF TECHNOLOGY SCIENCE,Madhya Pradesh,GWALIOR,Govt aided,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,ELECTRICAL ENGINEERING,120,6
1249,1-9323030379,MADHAV INSTITUTE OF TECHNOLOGY SCIENCE,Madhya Pradesh,GWALIOR,Govt aided,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,ELECTRONICS ENGINEERING,120,6
1250,1-9323030379,MADHAV INSTITUTE OF TECHNOLOGY SCIENCE,Madhya Pradesh,GWALIOR,Govt aided,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,120,6
1251,1-9323030379,MADHAV INSTITUTE OF TECHNOLOGY SCIENCE,Madhya Pradesh,GWALIOR,Govt aided,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,INFORMATION TECHNOLOGY,60,3
1252,1-9323030379,MADHAV INSTITUTE OF TECHNOLOGY SCIENCE,Madhya Pradesh,GWALIOR,Govt aided,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,CHEMICAL ENGINEERING,60,3
1253,1-9323030379,MADHAV INSTITUTE OF TECHNOLOGY SCIENCE,Madhya Pradesh,GWALIOR,Govt aided,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",POST GRADUATE,PRODUCTION ENGINEERING,18,1
1254,1-9323030379,MADHAV INSTITUTE OF TECHNOLOGY SCIENCE,Madhya Pradesh,GWALIOR,Govt aided,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",POST GRADUATE,CONSTRUCTION TECHNOLOGY AND MANAGEMENT,25,1
1255,1-9323030379,MADHAV INSTITUTE OF TECHNOLOGY SCIENCE,Madhya Pradesh,GWALIOR,Govt aided,COMPUTER APPLICATIONS,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",POST GRADUATE,MASTERS IN COMPUTER APPLICATIONS,60,3
1256,1-9323030379,MADHAV INSTITUTE OF TECHNOLOGY SCIENCE,Madhya Pradesh,GWALIOR,Govt aided,PLANNING,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,ARCHITECTURE,40,2
1257,1-9323030379,MADHAV INSTITUTE OF TECHNOLOGY SCIENCE,Madhya Pradesh,GWALIOR,Govt aided,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,CIVIL ENGINEERING,120,6
1258,1-9323030379,MADHAV INSTITUTE OF TECHNOLOGY SCIENCE,Madhya Pradesh,GWALIOR,Govt aided,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",POST GRADUATE,INFORMATION TECHNOLOGY,18,1
1259,1-9323030379,MADHAV INSTITUTE OF TECHNOLOGY SCIENCE,Madhya Pradesh,GWALIOR,Govt aided,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",POST GRADUATE,COMMUNICATION CONTROL AND NETWORKING,25,1
1260,1-9323030379,MADHAV INSTITUTE OF TECHNOLOGY SCIENCE,Madhya Pradesh,GWALIOR,Govt aided,PLANNING,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",POST GRADUATE,URBAN PLANNING,18,1
1261,1-9323030379,MADHAV INSTITUTE OF TECHNOLOGY SCIENCE,Madhya Pradesh,GWALIOR,Govt aided,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",POST GRADUATE,COMPUTER SCIENCE ENGINEERING,18,1
1262,1-9323030379,MADHAV INSTITUTE OF TECHNOLOGY SCIENCE,Madhya Pradesh,GWALIOR,Govt aided,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",POST GRADUATE,INDUSTRIAL SYSTEM AND DRIVES,25,1
1263,1-9323030379,MADHAV INSTITUTE OF TECHNOLOGY SCIENCE,Madhya Pradesh,GWALIOR,Govt aided,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,MECHANICAL ENGINEERING,120,6
1264,1-9323030379,MADHAV INSTITUTE OF TECHNOLOGY SCIENCE,Madhya Pradesh,GWALIOR,Govt aided,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,AUTOMOBILE ENGINEERING,60,3
1265,1-9323030379,MADHAV INSTITUTE OF TECHNOLOGY SCIENCE,Madhya Pradesh,GWALIOR,Govt aided,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,ELECTRONICS AND TELECOMMUNICATIONS ENGINEERING,60,3
1266,1-9323030379,MADHAV INSTITUTE OF TECHNOLOGY SCIENCE,Madhya Pradesh,GWALIOR,Govt aided,MANAGEMENT,"Jiwaji University, Gwalior",POST GRADUATE,MBA,60,3
1267,1-9323030379,MADHAV INSTITUTE OF TECHNOLOGY SCIENCE,Madhya Pradesh,GWALIOR,Govt aided,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,MATHEMATICS AND COMPUTING,60,3
1268,1-9323030379,MADHAV INSTITUTE OF TECHNOLOGY SCIENCE,Madhya Pradesh,GWALIOR,Govt aided,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,INTERNET OF THINGS,60,3
1269,1-9323030379,MADHAV INSTITUTE OF TECHNOLOGY SCIENCE,Madhya Pradesh,GWALIOR,Govt aided,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,INTERNET OF THINGSIoT,60,3
1270,1-9323030379,MADHAV INSTITUTE OF TECHNOLOGY SCIENCE,Madhya Pradesh,GWALIOR,Govt aided,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,INFORMATION TECHNOLOGYARTIFICIAL INTELLIGENCE AND ROBOTICS,60,3
1271,1-9323030379,MADHAV INSTITUTE OF TECHNOLOGY SCIENCE,Madhya Pradesh,GWALIOR,Govt aided,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,ARTIFICIAL INTELLIGENCE AI AND DATA SCIENCE,60,3
1272,1-9323030379,MADHAV INSTITUTE OF TECHNOLOGY SCIENCE,Madhya Pradesh,GWALIOR,Govt aided,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,60,3
1273,1-9320545604,SAMRAT ASHOK TECHNOLOGICAL INSTITUTE,Madhya Pradesh,VIDISHA,Govt aided,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING IOT AND CYBER SECURITY WITH BLOCK CHAIN TECHNOLOGY,60,3
1274,1-9320545604,SAMRAT ASHOK TECHNOLOGICAL INSTITUTE,Madhya Pradesh,VIDISHA,Govt aided,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,CONSTRUCTION AUTOMATION,60,3
1275,1-9318735861,SCHOOL OF ENGINEERING SRI SATYA SAI UNIVERSITY OF TECHNOLOGY AND MEDICAL SCIENCESSSSUTMS,Madhya Pradesh,SEHORE,State Private University,ENGINEERING AND TECHNOLOGY,Sri Satya Sai University of Technology & Medical Sciences,POST GRADUATE,STRUCTURAL DESIGN,18,1
1276,1-9318735861,SCHOOL OF ENGINEERING SRI SATYA SAI UNIVERSITY OF TECHNOLOGY AND MEDICAL SCIENCESSSSUTMS,Madhya Pradesh,SEHORE,State Private University,ENGINEERING AND TECHNOLOGY,Sri Satya Sai University of Technology & Medical Sciences,UNDER GRADUATE,MINING ENGINEERING,60,3
1277,1-9318735861,SCHOOL OF ENGINEERING SRI SATYA SAI UNIVERSITY OF TECHNOLOGY AND MEDICAL SCIENCESSSSUTMS,Madhya Pradesh,SEHORE,State Private University,ENGINEERING AND TECHNOLOGY,Sri Satya Sai University of Technology & Medical Sciences,UNDER GRADUATE,CIVIL ENGINEERING,180,9
1278,1-9318735861,SCHOOL OF ENGINEERING SRI SATYA SAI UNIVERSITY OF TECHNOLOGY AND MEDICAL SCIENCESSSSUTMS,Madhya Pradesh,SEHORE,State Private University,ENGINEERING AND TECHNOLOGY,Sri Satya Sai University of Technology & Medical Sciences,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,120,6
1279,1-9318735861,SCHOOL OF ENGINEERING SRI SATYA SAI UNIVERSITY OF TECHNOLOGY AND MEDICAL SCIENCESSSSUTMS,Madhya Pradesh,SEHORE,State Private University,ENGINEERING AND TECHNOLOGY,Sri Satya Sai University of Technology & Medical Sciences,POST GRADUATE,COMPUTER SCIENCE AND ENGINEERING,18,1
1280,1-9318735861,SCHOOL OF ENGINEERING SRI SATYA SAI UNIVERSITY OF TECHNOLOGY AND MEDICAL SCIENCESSSSUTMS,Madhya Pradesh,SEHORE,State Private University,ENGINEERING AND TECHNOLOGY,Sri Satya Sai University of Technology & Medical Sciences,POST GRADUATE,SOFTWARE ENGINEERING,18,1
1281,1-9318735861,SCHOOL OF ENGINEERING SRI SATYA SAI UNIVERSITY OF TECHNOLOGY AND MEDICAL SCIENCESSSSUTMS,Madhya Pradesh,SEHORE,State Private University,ENGINEERING AND TECHNOLOGY,Sri Satya Sai University of Technology & Medical Sciences,UNDER GRADUATE,INFORMATION TECHNOLOGY,120,6
1282,1-9318735861,SCHOOL OF ENGINEERING SRI SATYA SAI UNIVERSITY OF TECHNOLOGY AND MEDICAL SCIENCESSSSUTMS,Madhya Pradesh,SEHORE,State Private University,ENGINEERING AND TECHNOLOGY,Sri Satya Sai University of Technology & Medical Sciences,POST GRADUATE,INFORMATION TECHNOLOGY,18,1
1283,1-9318735861,SCHOOL OF ENGINEERING SRI SATYA SAI UNIVERSITY OF TECHNOLOGY AND MEDICAL SCIENCESSSSUTMS,Madhya Pradesh,SEHORE,State Private University,MANAGEMENT,Sri Satya Sai University of Technology & Medical Sciences,POST GRADUATE,MBA,120,6
1284,1-9318735861,SCHOOL OF ENGINEERING SRI SATYA SAI UNIVERSITY OF TECHNOLOGY AND MEDICAL SCIENCESSSSUTMS,Madhya Pradesh,SEHORE,State Private University,COMPUTER APPLICATIONS,Sri Satya Sai University of Technology & Medical Sciences,POST GRADUATE,MASTERS IN COMPUTER APPLICATIONS,60,3
1285,1-9318735861,SCHOOL OF ENGINEERING SRI SATYA SAI UNIVERSITY OF TECHNOLOGY AND MEDICAL SCIENCESSSSUTMS,Madhya Pradesh,SEHORE,State Private University,ENGINEERING AND TECHNOLOGY,Sri Satya Sai University of Technology & Medical Sciences,UNDER GRADUATE,MECHANICAL ENGINEERING,180,9
1286,1-9318735861,SCHOOL OF ENGINEERING SRI SATYA SAI UNIVERSITY OF TECHNOLOGY AND MEDICAL SCIENCESSSSUTMS,Madhya Pradesh,SEHORE,State Private University,ENGINEERING AND TECHNOLOGY,Sri Satya Sai University of Technology & Medical Sciences,POST GRADUATE,THERMAL ENGINEERING,36,2
1287,1-9318735861,SCHOOL OF ENGINEERING SRI SATYA SAI UNIVERSITY OF TECHNOLOGY AND MEDICAL SCIENCESSSSUTMS,Madhya Pradesh,SEHORE,State Private University,ENGINEERING AND TECHNOLOGY,Sri Satya Sai University of Technology & Medical Sciences,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,120,6
1288,1-9318735861,SCHOOL OF ENGINEERING SRI SATYA SAI UNIVERSITY OF TECHNOLOGY AND MEDICAL SCIENCESSSSUTMS,Madhya Pradesh,SEHORE,State Private University,ENGINEERING AND TECHNOLOGY,Sri Satya Sai University of Technology & Medical Sciences,UNDER GRADUATE,ELECTRICAL ENGINEERING,120,6
1289,1-9318735861,SCHOOL OF ENGINEERING SRI SATYA SAI UNIVERSITY OF TECHNOLOGY AND MEDICAL SCIENCESSSSUTMS,Madhya Pradesh,SEHORE,State Private University,ENGINEERING AND TECHNOLOGY,Sri Satya Sai University of Technology & Medical Sciences,UNDER GRADUATE,ELECTRONICS AND INSTRUMENTATION ENGINEERING,60,3
1290,1-9318735861,SCHOOL OF ENGINEERING SRI SATYA SAI UNIVERSITY OF TECHNOLOGY AND MEDICAL SCIENCESSSSUTMS,Madhya Pradesh,SEHORE,State Private University,ENGINEERING AND TECHNOLOGY,Sri Satya Sai University of Technology & Medical Sciences,UNDER GRADUATE,ELECTRONICS AND COMMUNICATIONS ENGINEERING,120,6
