S no,AICTE Id,Institute Name,State,District,Institute Type,Program,University/Board,Level,Name of the Course,Approved Intake,Seats for NRI Quota
536,1-9319137228,COLLEGE OF ENGINEERING MUNNAR,Kerala,IDUKKI,Government,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",POST GRADUATE,COMPUTER AND INFORMATION SCIENCE,18,1
537,1-9319137228,COLLEGE OF ENGINEERING MUNNAR,Kerala,IDUKKI,Government,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",POST GRADUATE,VLSI AND EMBEDDED SYSTEMS,18,1
538,1-9319899984,COLLEGE OF ENGINEERING MUTTATHARA,Kerala,THIRUVANANTHAPURAM,Government,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,MECHANICAL ENGINEERING,60,3
539,1-9319899984,COLLEGE OF ENGINEERING MUTTATHARA,Kerala,THIRUVANANTHAPURAM,Government,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,CIVIL ENGINEERING,60,3
540,1-9319899984,COLLEGE OF ENGINEERING MUTTATHARA,Kerala,THIRUVANANTHAPURAM,Government,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,3
541,1-9319899984,COLLEGE OF ENGINEERING MUTTATHARA,Kerala,THIRUVANANTHAPURAM,Government,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,ELECTRONICS AND COMMUNICATIONS ENGINEERING,60,3
542,1-9319899984,COLLEGE OF ENGINEERING MUTTATHARA,Kerala,THIRUVANANTHAPURAM,Government,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,60,3
543,1-9317793850,COLLEGE OF ENGINEERING PERUMON,Kerala,KOLLAM,Government,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,90,5
544,1-9317793850,COLLEGE OF ENGINEERING PERUMON,Kerala,KOLLAM,Government,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,MECHANICAL ENGINEERING,60,3
545,1-9317793850,COLLEGE OF ENGINEERING PERUMON,Kerala,KOLLAM,Government,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,3
546,1-9317793850,COLLEGE OF ENGINEERING PERUMON,Kerala,KOLLAM,Government,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,ELECTRONICS AND COMMUNICATIONS ENGINEERING,90,5
547,1-9319619531,COLLEGE OF ENGINEERING TRIKARIPUR,Kerala,KASARAGOD,Government,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,CIVIL ENGINEERING,60,3
548,1-9319619531,COLLEGE OF ENGINEERING TRIKARIPUR,Kerala,KASARAGOD,Government,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,90,5
549,1-9319619531,COLLEGE OF ENGINEERING TRIKARIPUR,Kerala,KASARAGOD,Government,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,3
550,1-9319619531,COLLEGE OF ENGINEERING TRIKARIPUR,Kerala,KASARAGOD,Government,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,ELECTRONICS AND COMMUNICATIONS ENGINEERING,60,3
551,1-9322212641,COLLEGE OF ENGINEERING CHERTHALA,Kerala,ALAPPUZHA,Government,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,90,5
552,1-9322212641,COLLEGE OF ENGINEERING CHERTHALA,Kerala,ALAPPUZHA,Government,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,ELECTRONICS COMMUNICATION ENGG,60,3
553,1-9322212641,COLLEGE OF ENGINEERING CHERTHALA,Kerala,ALAPPUZHA,Government,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,3
554,1-9318885040,COLLEGE OF ENGINEERING PATHANAPURAM,Kerala,KOLLAM,Government,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,ELECTRONICS COMMUNICATION ENGGINDUSTRY INTEGRATED,30,2
555,1-9318885040,COLLEGE OF ENGINEERING PATHANAPURAM,Kerala,KOLLAM,Government,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,COMPUTER SCIENCE ENGINEERING,60,3
556,1-9318885040,COLLEGE OF ENGINEERING PATHANAPURAM,Kerala,KOLLAM,Government,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2
557,1-9318885040,COLLEGE OF ENGINEERING PATHANAPURAM,Kerala,KOLLAM,Government,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,CIVIL ENGINEERING,60,3
558,1-9318885040,COLLEGE OF ENGINEERING PATHANAPURAM,Kerala,KOLLAM,Government,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,MECHANICAL ENGINEERING,60,3
559,1-9318885040,COLLEGE OF ENGINEERING PATHANAPURAM,Kerala,KOLLAM,Government,ENGINEERING AND TECHNOLOGY,"Board of Technical Examination, Kerala",DIPLOMA,ROBOTIC PROCESS AUTOMATION,60,3
560,1-9318885040,COLLEGE OF ENGINEERING PATHANAPURAM,Kerala,KOLLAM,Government,ENGINEERING AND TECHNOLOGY,"Board of Technical Examination, Kerala",DIPLOMA,RENEWABLE ENERGY,60,3
561,1-9319351272,COLLEGE OF ENGINEERING THALASSERY,Kerala,KANNUR,Government,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,CIVIL ENGINEERING,60,3
562,1-9319351272,COLLEGE OF ENGINEERING THALASSERY,Kerala,KANNUR,Government,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,60,3
563,1-9319351272,COLLEGE OF ENGINEERING THALASSERY,Kerala,KANNUR,Government,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,ELECTRONICS COMMUNICATION ENGG,120,6
564,1-9319351272,COLLEGE OF ENGINEERING THALASSERY,Kerala,KANNUR,Government,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,MECHANICAL ENGINEERING,60,3
565,1-9319351272,COLLEGE OF ENGINEERING THALASSERY,Kerala,KANNUR,Government,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,3
566,1-9318946325,COLLEGE OF ENGINEERING VADAKARA,Kerala,KOZHIKODE,Government,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,CIVIL ENGINEERING,60,3
567,1-9318946325,COLLEGE OF ENGINEERING VADAKARA,Kerala,KOZHIKODE,Government,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,ELECTRONICS COMMUNICATION ENGG,60,3
568,1-9318946325,COLLEGE OF ENGINEERING VADAKARA,Kerala,KOZHIKODE,Government,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,60,3
569,1-9318946325,COLLEGE OF ENGINEERING VADAKARA,Kerala,KOZHIKODE,Government,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,3
570,1-9318946325,COLLEGE OF ENGINEERING VADAKARA,Kerala,KOZHIKODE,Government,ENGINEERING AND TECHNOLOGY,Directorate of Technical Education,DIPLOMA,AUTOMATION AND ROBOTICS,60,3
571,1-9318883441,COLLEGE OF ENGINEERINGARANMULA,Kerala,PATHANAMTHITTA,Government,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,ELECTRONICS AND COMMUNICATIONS ENGINEERING,30,2
572,1-9318883441,COLLEGE OF ENGINEERINGARANMULA,Kerala,PATHANAMTHITTA,Government,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,60,3
573,1-9318883441,COLLEGE OF ENGINEERINGARANMULA,Kerala,PATHANAMTHITTA,Government,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,CIVIL ENGINEERING,60,3
574,1-9318883441,COLLEGE OF ENGINEERINGARANMULA,Kerala,PATHANAMTHITTA,Government,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2
575,1-9320846190,ERANAD KNOWLEDGECITY TECHNICAL CAMPUS,Kerala,MALAPPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,COMPUTER SCIENCE ENGINEERING,60,3
576,1-9320846190,ERANAD KNOWLEDGECITY TECHNICAL CAMPUS,Kerala,MALAPPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,CIVIL ENGINEERING,60,3
577,1-9320846190,ERANAD KNOWLEDGECITY TECHNICAL CAMPUS,Kerala,MALAPPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,MECHANICAL ENGINEERING,60,3
578,1-9320846190,ERANAD KNOWLEDGECITY TECHNICAL CAMPUS,Kerala,MALAPPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,ELECTRONICS AND COMMUNICATIONS ENGINEERING,60,3
579,1-9320846190,ERANAD KNOWLEDGECITY TECHNICAL CAMPUS,Kerala,MALAPPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,SAFETY AND FIRE ENGINEERING,60,3
580,1-9318976092,FEDERAL INSTITUTE OF SCIENCE AND TECHNOLOGY FISAT,Kerala,ERNAKULAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,CIVIL ENGINEERING,120,6
581,1-9318976092,FEDERAL INSTITUTE OF SCIENCE AND TECHNOLOGY FISAT,Kerala,ERNAKULAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,120,6
582,1-9318976092,FEDERAL INSTITUTE OF SCIENCE AND TECHNOLOGY FISAT,Kerala,ERNAKULAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,ELECTRONICS COMMUNICATION ENGG,120,6
583,1-9318976092,FEDERAL INSTITUTE OF SCIENCE AND TECHNOLOGY FISAT,Kerala,ERNAKULAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,3
584,1-9318976092,FEDERAL INSTITUTE OF SCIENCE AND TECHNOLOGY FISAT,Kerala,ERNAKULAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,ELECTRONICS AND INSTRUMENTATION ENGINEERING,30,2
585,1-9318976092,FEDERAL INSTITUTE OF SCIENCE AND TECHNOLOGY FISAT,Kerala,ERNAKULAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,MECHANICAL ENGINEERING,120,6
586,1-9318976092,FEDERAL INSTITUTE OF SCIENCE AND TECHNOLOGY FISAT,Kerala,ERNAKULAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,COMPUTER SCIENCE AND DESIGN,60,3
587,1-9317749688,GURUDEVA INSTITUTE OF SCIENCE AND TECHNOLOGY,Kerala,KOTTAYAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",POST GRADUATE,COMMUNICATIONS ENGINEERING,24,1
588,1-9317749688,GURUDEVA INSTITUTE OF SCIENCE AND TECHNOLOGY,Kerala,KOTTAYAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",POST GRADUATE,CYBER SECURITY,12,1
589,1-9317749688,GURUDEVA INSTITUTE OF SCIENCE AND TECHNOLOGY,Kerala,KOTTAYAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,CIVIL ENGINEERING,60,3
590,1-9317749688,GURUDEVA INSTITUTE OF SCIENCE AND TECHNOLOGY,Kerala,KOTTAYAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2
591,1-9317749688,GURUDEVA INSTITUTE OF SCIENCE AND TECHNOLOGY,Kerala,KOTTAYAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,MECHANICAL ENGINEERING,60,3
592,1-9317749688,GURUDEVA INSTITUTE OF SCIENCE AND TECHNOLOGY,Kerala,KOTTAYAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,ELECTRONICS COMMUNICATION ENGG,30,2
593,1-9317749688,GURUDEVA INSTITUTE OF SCIENCE AND TECHNOLOGY,Kerala,KOTTAYAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,COMPUTER SCIENCE ENGINEERING,60,3
594,1-9318840739,HEERA COLLEGE OF ENGINEERING AND TECHNOLOGY HCET,Kerala,THIRUVANANTHAPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,MECHANICAL ENGINEERING,90,5
595,1-9318840739,HEERA COLLEGE OF ENGINEERING AND TECHNOLOGY HCET,Kerala,THIRUVANANTHAPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,CIVIL ENGINEERING,60,3
596,1-9318840739,HEERA COLLEGE OF ENGINEERING AND TECHNOLOGY HCET,Kerala,THIRUVANANTHAPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2
597,1-9318840739,HEERA COLLEGE OF ENGINEERING AND TECHNOLOGY HCET,Kerala,THIRUVANANTHAPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,ELECTRONICS COMMUNICATION ENGG,30,2
598,1-9318840739,HEERA COLLEGE OF ENGINEERING AND TECHNOLOGY HCET,Kerala,THIRUVANANTHAPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,COMPUTER SCIENCE ENGINEERING,60,3
599,1-9320869963,HOLY GRACE ACADEMY OF ENGINEERING,Kerala,THRISSUR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,ELECTRONICS COMMUNICATION ENGG,30,2
600,1-9320869963,HOLY GRACE ACADEMY OF ENGINEERING,Kerala,THRISSUR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2
601,1-9320869963,HOLY GRACE ACADEMY OF ENGINEERING,Kerala,THRISSUR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,60,3
602,1-9320869963,HOLY GRACE ACADEMY OF ENGINEERING,Kerala,THRISSUR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,CIVIL ENGINEERING,30,2
603,1-9320869963,HOLY GRACE ACADEMY OF ENGINEERING,Kerala,THRISSUR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,MECHANICAL ENGINEERING,30,2
604,1-9320869963,HOLY GRACE ACADEMY OF ENGINEERING,Kerala,THRISSUR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,ROBOTICS AND AUTOMATION,60,3
605,1-9320921680,ICCS COLLEGE OF ENGINEERING AND MANAGEMENT,Kerala,THRISSUR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,MECHANICAL ENGINEERING,60,3
606,1-9320921680,ICCS COLLEGE OF ENGINEERING AND MANAGEMENT,Kerala,THRISSUR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,CIVIL ENGINEERING,60,3
607,1-9320921680,ICCS COLLEGE OF ENGINEERING AND MANAGEMENT,Kerala,THRISSUR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,COMPUTER SCIENCE ENGINEERING,60,3
608,1-9320921680,ICCS COLLEGE OF ENGINEERING AND MANAGEMENT,Kerala,THRISSUR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,Directorate of Technical Education,DIPLOMA,CIVIL ENGINEERING,60,3
609,1-9320921680,ICCS COLLEGE OF ENGINEERING AND MANAGEMENT,Kerala,THRISSUR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,Directorate of Technical Education,DIPLOMA,MECHANICAL ENGINEERING,60,3
610,1-9320921680,ICCS COLLEGE OF ENGINEERING AND MANAGEMENT,Kerala,THRISSUR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,Directorate of Technical Education,DIPLOMA,ELECTRICAL AND ELECTRONICS ENGINEERING,60,3
611,1-9318905583,IES COLLEGE OF ENGINEERING,Kerala,THRISSUR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,CIVIL ENGINEERING,60,3
612,1-9318905583,IES COLLEGE OF ENGINEERING,Kerala,THRISSUR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,60,3
613,1-9318905583,IES COLLEGE OF ENGINEERING,Kerala,THRISSUR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,ELECTRONICS COMMUNICATION ENGG,60,3
614,1-9318905583,IES COLLEGE OF ENGINEERING,Kerala,THRISSUR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,3
615,1-9318905583,IES COLLEGE OF ENGINEERING,Kerala,THRISSUR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,MECHANICAL ENGINEERING,60,3
616,1-9322950292,ILAHIA COLLEGE OF ENGINEERING AND TECHNOLOGY,Kerala,ERNAKULAM,Private-Self Financing,COMPUTER APPLICATIONS,"APJ Abdul Kalam Technological University, Kerala",POST GRADUATE,MASTER OF COMPUTER APPLICATIONS,60,3
617,1-9322950292,ILAHIA COLLEGE OF ENGINEERING AND TECHNOLOGY,Kerala,ERNAKULAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2
618,1-9322950292,ILAHIA COLLEGE OF ENGINEERING AND TECHNOLOGY,Kerala,ERNAKULAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,ELECTRONICS COMMUNICATION ENGG,30,2
619,1-9322950292,ILAHIA COLLEGE OF ENGINEERING AND TECHNOLOGY,Kerala,ERNAKULAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,90,5
620,1-9322950292,ILAHIA COLLEGE OF ENGINEERING AND TECHNOLOGY,Kerala,ERNAKULAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,MECHANICAL ENGINEERING,60,3
621,1-9322950292,ILAHIA COLLEGE OF ENGINEERING AND TECHNOLOGY,Kerala,ERNAKULAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,CIVIL ENGINEERING,60,3
622,1-9322950292,ILAHIA COLLEGE OF ENGINEERING AND TECHNOLOGY,Kerala,ERNAKULAM,Private-Self Financing,MANAGEMENT,"APJ Abdul Kalam Technological University, Kerala",POST GRADUATE,MBA,60,3
623,1-9322950292,ILAHIA COLLEGE OF ENGINEERING AND TECHNOLOGY,Kerala,ERNAKULAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",POST GRADUATE,COMPUTER SCIENCE AND ENGINEERING,18,1
624,1-9322950292,ILAHIA COLLEGE OF ENGINEERING AND TECHNOLOGY,Kerala,ERNAKULAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",POST GRADUATE,COMPUTER AIDED STRUCTURAL ENGINEERING,18,1
625,1-9322950292,ILAHIA COLLEGE OF ENGINEERING AND TECHNOLOGY,Kerala,ERNAKULAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,3
626,1-9322950292,ILAHIA COLLEGE OF ENGINEERING AND TECHNOLOGY,Kerala,ERNAKULAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING CYBER SECURITY,60,3
627,1-9322950292,ILAHIA COLLEGE OF ENGINEERING AND TECHNOLOGY,Kerala,ERNAKULAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,3D PRINTING AND DESIGN,60,3
628,1-9322950292,ILAHIA COLLEGE OF ENGINEERING AND TECHNOLOGY,Kerala,ERNAKULAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,ROBOTICS AND AUTOMATION,60,3
629,1-9318932810,ILM COLLEGE OF ENGINEERING AND TECHNOLOGY,Kerala,ERNAKULAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,CIVIL ENGINEERING,30,2
630,1-9318932810,ILM COLLEGE OF ENGINEERING AND TECHNOLOGY,Kerala,ERNAKULAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,ELECTRONICS COMMUNICATION ENGG,30,2
631,1-9318932810,ILM COLLEGE OF ENGINEERING AND TECHNOLOGY,Kerala,ERNAKULAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,COMPUTER SCIENCE ENGINEERING,30,2
632,1-9318932810,ILM COLLEGE OF ENGINEERING AND TECHNOLOGY,Kerala,ERNAKULAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,AERONAUTICAL ENGINEERING,60,3
633,1-9318932810,ILM COLLEGE OF ENGINEERING AND TECHNOLOGY,Kerala,ERNAKULAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,MECHANICAL ENGINEERING,30,2
634,1-9323086232,INDIRA GANDHI INSTITUTE OF POLYTECHNIC ENGINEERING,Kerala,ERNAKULAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,CIVIL ENGINEERING,60,3
635,1-9323086232,INDIRA GANDHI INSTITUTE OF POLYTECHNIC ENGINEERING,Kerala,ERNAKULAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2
636,1-9323086232,INDIRA GANDHI INSTITUTE OF POLYTECHNIC ENGINEERING,Kerala,ERNAKULAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,ELECTRONICS COMMUNICATION ENGG,30,2
637,1-9323086232,INDIRA GANDHI INSTITUTE OF POLYTECHNIC ENGINEERING,Kerala,ERNAKULAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,60,3
